jiu5-hi5	鰇魚
tshinn-sio-kue	生燒雞
tshinn-soo-soo	生疏疏
tshinn-thiau3-thiau3	生跳跳
tshinn-thui--e5	生推--个
tshinn-ti-phinn7	生豬鼻
tshinn-to-ioh8	生刀藥
tshinn-to-tshau2	生刀草
tshinn-tsam7-kue	生鏨雞
tshinn-tsha2-le5	生炒螺
tshinn-tshin3-hong	生凊風
tshinn-tshui3-tshui3	生翠翠
tshinn-tsin-hong	生真風
tshinn-tsin-hoo7	生真雨
tshinn-tsin-pinn7	生真病
tshinn-tsin-tsin	生真真
tshinn-tsioh8-he	生石灰
tshinn-tsiong-kun	生將軍
tshinn-a2-sinn3	菁仔扇
tshinn-a2-theh8	菁仔宅
tshinn-a2-tsang5	菁仔叢
tshinn-a2-tsang5	菁仔欉
tshinn-a2-tshiu7	菁仔樹
tshinn-a2-tsi2	菁仔子
tshinn-hong-tshau2	菁芳草
tshinn-m2-ma2	親姆媽
tshinn-ang5-ting	青紅燈
tshinn-bak8-hiunn	青木香
tshinn-beh8-a2	青麥仔
tshinn-bin7-hoo2	青面虎
tshinn-gim2-gim2	青錦錦
tshinn-hiam-tsio	青薟椒
tshinn-hu5-kui	青魚規
tshinn-hue-hu5	青花魚
tshinn-ioh8-tsui2	青藥水
tshinn-jin5-tau7	青仁豆
tshinn-kang-phann3	青公冇
tshinn-kha-tshng	青尻川
tshinn-kha-a2	青腳仔
tshinn-khang-peh8	青空白
tshinn-khoo2-thi5	青滸苔
tshinn-khoo2-thi5	青苦苔
tshinn-khui3-bin7	青氣面
tshinn-kinn3-kinn3	青見見
tshinn-ko2-tsiam	青稿尖
tshinn-ko2-tshau2	青蒿草
tshinn-kong-gan2	青光眼
tshinn-kong5-hoo7	青狂雨
tshinn-lai-lai7	青內內
tshinn-lan5-hi5	青鱗魚
tshinn-lik8-lik8	青綠綠
tshinn-ling-ling	青瓏瓏
tshinn-ling3-ling3	青蘢蘢
tshinn-ling5-bok8	青龍木
tshinn-mi5--e5	青盲--个
tshinn-mi5-gu5	青盲牛
tshinn-mi5-bak8	青瞑目
tshinn-mi5-bong	青瞑摸
tshinn-mi5-gu5	青瞑牛
tshinn-mi5-mua5	青瞑鰻
tshinn-mi5-tsi	青瞑之
tshinn-phe5-niau5	青皮貓
tshinn-phe5-png	青皮楓
tshinn-phe5-tau7	青皮豆
tshinn-puann3-ha7	青半夏
tshinn-sio2-tau7	青小豆
tshinn-sit8-a2	青翼仔
tshinn-siunn-tsi2	青箱子
tshinn-siunn-tsi2	青葙子
tshinn-suann-ling5	青山龍
tshinn-suann-ong5	青山王
tshinn-sun2-sun2	青恂恂
tshinn-tang5-sik	青銅色
tshinn-tau2-tsioh8	青斗石
tshinn-thang5-a2	青蟲仔
tshinn-thau5-a2	青頭仔
tshinn-thau5-sai	青頭獅
tshinn-thau5-tshiok	青頭鵲
tshinn-thi5-a2	青苔仔
tshinn-tik-a2	青竹仔
tshinn-tik-hu5	青竹符
tshinn-tik-kun3	青竹棍
tshinn-tik-pio	青竹鏢
tshinn-tik-si	青竹絲
tshinn-tshau2-ioh8	青草藥
tshinn-tshau2-oo5	青草湖
tshinn-tsioh8-a2	青石仔
tshinn-tsui2-liap8	青水粒
tshinn-thiau3-thiau3	鮮跳跳
tshinn-tshioh-si2	鮮尺死
tshinn2-moo5-lam5	淺毛藍
tshinn2-sai-iunn5	淺西洋
tshinn2-tng5-sann	淺長衫
tshinn2-ke3-lai5	醒過來
tshio3-bi-bi	笑微微
tshio3-bin7-hoo2	笑面虎
tshio3-gi7-gi7	笑誼誼
tshio3-ha-ha	笑哈哈
tshio3-ha7-ha7	笑哈哈
tshio3-hah-hah	笑哈哈
tshio3-hi-hi	笑嘻嘻
tshio3-khah-khah	笑哈哈
tshio3-lang5-king5	笑人窮
tshio3-si2-lang5	笑死人
tshio3-te5-sik	笑茶色
tshio3-to2-lang5	笑倒人
tshio3-tsang-sik	笑棕色
tshio3-tshian2-poo3	笑淺布
tshio7-tshan5-le5	照田螺
tshio7-tsui2-kue	照水蛙
tshioh-a2-tsng	尺仔磚
tshioh-ji7-tsng	尺二磚
tshioh-lak8-a2	尺六仔
tshioh-pueh-a2	尺八仔
tshioh-tau2-tshin3	尺斗秤
tshioh-tau2-tshin3	尺斗稱
tshioh-thang-too2	尺窗堵
tshioh-tshun3-tuann	尺寸單
tshioh8-lo2-tia	蓆老爹
tshiok-tai7-tsiong3	捉大將
tshiok-hau7-soo2	測候所
tshiok-siat8-hue	雀舌花
tshiok-thau5-hiunn	雀頭香
tshiok-tsiau2-a2	雀鳥仔
tshiong-iann5-ngoo2	充營伍
tshiong-loh8-kong	充落公
tshiong-loh8-kuann	充落官
tshiong-sim-hun7	沖心恨
tshiong-thian-kuan	沖天冠
tshiong-ui3-tsi2	茺蔚子
tshiong-poo5-hioh8	菖蒲葉
tshiong-ui3-tsi2	菖蔚子
tshiong-tioh8-kui2	衝著鬼
tshiong3-khi2-thau5	唱起頭
tshiong3-hing5-ka	縱橫家
tshiong5-iu2-hong5	牆有縫
tshit-a2-khue	七仔科
tshit-geh8-puann3	七月半
tshit-hian5-khim5	七絃琴
tshit-hian5-tshau2	七絃草
tshit-hioh8-lian5	七葉蓮
tshit-hioh8-tann2	七葉膽
tshit-ji7-ting2	七二戥
tshit-ji7-tui3	七二對
tshit-ji7-phing5	七字秤
tshit-jit8-un7	七日暈
tshit-kha-a2	七腳仔
tshit-kha-hi3	七腳戲
tshit-kha2-too5	七巧圖
tshit-khau2-too5	七巧圖
tshit-khiau2-too5	七巧圖
tshit-khiau3-too5	七竅圖
tshit-koo-tshenn	七姑星
tshit-koo-tshinn	七姑星
tshit-kuan2-puann3	七管半
tshit-li2-hiang	七里香
tshit-li2-hiong	七里香
tshit-liok8-ting2	七六戥
tshit-niu5-kng3	七娘貫
tshit-niu5-ma2	七娘媽
tshit-phik-huan	七魄幡
tshit-po2-tang5	七寶銅
tshit-poo7-tsua5	七步蛇
tshit-se3-sun	七世孫
tshit-sian-koo	七仙姑
tshit-sik8-hue7	七夕會
tshit-thap-ki2	七凹几
tshit-tin-mui5	七珍梅
tshit-tng5-a2	七腸仔
tshit-tsan3-thah	七層塔
tshit-tshenn-hi5	七星魚
tshit-tshenn-loo5	七星鱸
tshit-tshenn-tshau2	七星草
tshit-tshenn-tshioh	七星尺
tshit-tshinn-hu5	七星魚
tshit-tshinn-kim	七星金
tshit-tshinn-loo5	七星鱸
tshit-tshinn-pang	七星枋
tshit-tshinn-ting	七星燈
tshit-tshinn-tshau2	七星草
tshit-tshinn-tshioh	七星尺
tshit-tshioh-thui5	七尺槌
tshit-tshun3-kim	七寸金
tshit-tsi2-be7	七姊妹
tshit-kha-tshng	拭尻川
tshiu-au7-juah8	秋後熱
tshiu-au7-suah8	秋後熱
tshiu-koo-hi5	秋姑魚
tshiu-koo-hu5	秋姑魚
tshiu-sik8-tan	秋石丹
tshiu--ah-tshiu	羞啊羞
tshiu-tshiu-lang5	羞羞人
tshiu--tsit8-e7	羞一下
tshiu2-au7-khiau	手後曲
tshiu2-au7-khiau	手後蹺
tshiu2-au7-khu7	手後臼
tshiu2-au7-nng7	手後卵
tshiu2-au7-o	手後窩
tshiu2-au7-tenn	手後蹬
tshiu2-au7-tinn	手後靪
tshiu2-au7-uan	手後彎
tshiu2-bai5-tshim	手眉深
tshiu2-be2-ji7	手尾字
tshiu2-be2-lat	手尾力
tshiu2-be2-lat8	手尾力
tshiu2-be2-li7	手尾字
tshiu2-be2-mih8	手尾物
tshiu2-be2-tsinn5	手尾錢
tshiu2-bin7-tsinn5	手面錢
tshiu2-bong-lang7	手罔弄
tshiu2-bong-pian3	手罔變
tshiu2-bue2-ji7	手尾字
tshiu2-bue2-lat8	手尾力
tshiu2-bue2-li7	手尾字
tshiu2-bue2-mih8	手尾物
tshiu2-bue2-tsinn5	手尾錢
tshiu2-e7-tsat	手下節
tshiu2-gia5-khi2	手夯起
tshiu2-gia5-kuainn5	手夯懸
tshiu2-giah8-tiann2	手舉鼎
tshiu2-hong-khim5	手風琴
tshiu2-iap-au7	手挹後
tshiu2-iap-au7	手揜後
tshiu2-jiau2-tsian7	手爪賤
tshiu2-kang-ge7	手工藝
tshiu2-kang-giap8	手工業
tshiu2-kau-tshiu2	手交手
tshiu2-khan-tshiu2	手牽手
tshiu2-khu7-a2	手臼仔
tshiu2-khuan5-pio2	手環錶
tshiu2-kin-tsua5	手巾蛇
tshiu2-koo2-thau5	手股頭
tshiu2-kuat-a2	手抉仔
tshiu2-kun-tsua5	手巾蛇
tshiu2-lai7-ji2	手內子
tshiu2-liam7-lai7	手捻內
tshiu2-liau7-tsinn5	手料錢
tshiu2-lok-a2	手橐仔
tshiu2-loo7-hi3	手路戲
tshiu2-loo7-tshai3	手路菜
tshiu2-lui5-tan5	手雷彈
tshiu2-o-but8	手荷物
tshiu2-phang7-se	手縫疏
tshiu2-phe5-tsinn5	手皮錢
tshiu2-siok8-hui3	手續費
tshiu2-sng-tsinn5	手痠錢
tshiu2-sng-tsinn5	手酸錢
tshiu2-soo3-liau7	手數料
tshiu2-te2-hun5	手底痕
tshiu2-te2-ngiau	手底撓
tshiu2-te5-tsian7	手蹄賤
tshiu2-thau5-an5	手頭絚
tshiu2-thau5-khin	手頭輕
tshiu2-thau5-ling7	手頭冗
tshiu2-thau5-ngi7	手頭硬
tshiu2-thau5-tang7	手頭重
tshiu2-the5-pau	手提包
tshiu2-the5-sik	手提式
tshiu2-the5-te7	手提袋
tshiu2-ti-a2	手豬仔
tshiu2-tian7-a2	手電仔
tshiu2-ting2-tsat	手頂節
tshiu2-tiong-sim	手中心
tshiu2-tsam7-tng7	手斬斷
tshiu2-tshah-koh	手插胳
tshiu2-tshia-a2	手車仔
tshiu2-tshin3-a2	手襯仔
tshiu2-tshing3-a2	手槍仔
tshiu2-tshing3-a2	手銃仔
tshiu2-tsih-phoo7	手摺簿
tshiu2-tu-a2	手豬仔
tshiu2-tue2-hun5	手底痕
tshiu2-tue2-ngiau	手底撓
tshiu2-uan2-kut	手腕骨
tshiu2-uat-uan	手斡彎
tshiu2-uat-uan	手越彎
tshiu2-tng3-thau5	贖當頭
tshiu2-giap8-hu7	醜業婦
tshiu2-pat-kuai3	醜八怪
tshiu5-kin-guan5	揪根元
tshiu5-kun-guan5	揪根元
tshiu5--tshut-lai5	揪出來
tshiu7-be2-hong	樹尾風
tshiu7-be2-liu	樹尾溜
tshiu7-be2-ting2	樹尾頂
tshiu7-bue2-liu	樹尾溜
tshiu7-bue2-ting2	樹尾頂
tshiu7-lan5-hue	樹蘭花
tshiu7-lin-a2	樹奶仔
tshiu7-ling-a2	樹奶仔
tshiu7-ling-king	樹奶弓
tshiu7-ling-thau5	樹奶頭
tshiu7-ling-thng5	樹奶糖
tshiu7-m5-hoo7	樹梅雨
tshiu7-m5-piann2	樹梅餅
tshiu7-m5-poo2	樹梅脯
tshiu7-na5-poo5	樹林苞
tshiu7-ni-e5	樹乳鞋
tshiu7-ni-in3	樹乳印
tshiu7-ni-iu5	樹乳油
tshiu7-ni-king	樹乳弓
tshiu7-ni-kong2	樹乳管
tshiu7-ni-koo5	樹乳糊
tshiu7-ni-sann	樹乳衫
tshiu7-ni-thau5	樹乳頭
tshiu7-ni-tua3	樹乳帶
tshiu7-ni-thng5	樹奶糖
tshiu7-ni-tshat	樹奶擦
tshiu7-ong5-kong	樹王公
tshiu7-tshau2-lian5	樹草蓮
tshiunn-a2-be2	鎗仔尾
tshiunn-to-hang7	鎗刀巷
tshiunn-to-ioh8	鎗刀藥
tshiunn-to-iok8	鎗刀藥
tshiunn2-he2-sio	搶火燒
tshiunn2-hue2-sio	搶火燒
tshiunn2-jin5-bing7	搶人命
tshiunn2-pak-tshat8	搶剝賊
tshiunn2-thau5-hiunn	搶頭香
tshiunn2-thau5-pio	搶頭標
tshiunn2-thau5-tsing5	搶頭前
tshiunn2-tshin3-thau5	搶秤頭
tshiunn2-tsing-sin5	搶精神
tshiunn2-ue7-thau5	搶話頭
tshiunn3-khun-khiang	唱崑腔
tshiunn3-kuan5-tiau7	唱高調
tshiunn5-a2-kha	牆仔腳
tshiunn5-a2-tu2	牆仔抵
tshiunn5-piah-tin5	牆壁籐
tshiunn5-piah-tin5	牆壁藤
tshiunn5-thau5-ting2	牆頭頂
tshiunn5-ui5-a2	牆圍仔
tshiunn5-bi5-hue	薔薇花
tshiunn5-hong-koo2	颺風鼓
tshiunn7-au7-kha	上後腳
tshiunn7-oo-pan	上烏斑
tshiunn7-tang5-hong5	上銅磺
tshiunn7-tang5-sian	上銅鉎
tshiunn7-tang5-tshinn	上銅青
tshiunn7-tiam3-thang	上店窗
tshiunn7-ling-e5	橡奶鞋
tshiunn7-ling-sing3	橡奶性
tshiunn7-ling-thng5	橡奶糖
tshiunn7-ling-thoo5	橡奶土
tshiunn7-ling-tua3	橡奶帶
tshiunn7-ling-ue5	橡奶鞋
tshiunn7-ni-e5	橡奶鞋
tshiunn7-ni-ue5	橡奶鞋
tshiunn7-ge5-ti7	象牙箸
tshiunn7-ge5-tshng5	象牙床
tshiunn7-ge5-tu7	象牙箸
tshiunn7-ni2-hi5	象耳魚
tshiunn7-phe5-tsing3	象皮症
tshiunn7-phinn7-tshun	象鼻椿
tshiunn7-phue5-tsing3	象皮症
tshng-phinn7-ling5	穿鼻龍
tshng-sinn3-hioh8	穿扇葉
tshng-suann-kah	穿山甲
tshng-suann-ling5	穿山龍
tshng-thang3-ke3	穿迵過
tshng-thang3-kue3	穿迵過
tshng-thau3-ke3	穿透過
tshng-thau3-kue3	穿透過
tshng2-a2-hi5	串仔魚
tshng2-a2-hu5	串仔魚
tshng2-hioh8-thang5	吮葉蟲
tshng2-khang-tshi3	吮孔試
tshng2-kue-tsi2	吮瓜子
tshng2-ue7-phang7	吮話縫
tshng3-a2-hi5	串仔魚
tshng3-a2-hu5	串仔魚
tshng5-bu2-i	床母衣
tshng5-tsia2-bu2	床姐母
tsho2-a2-thau5	草仔頭
tsho2-hai2-tong5	草海桐
tsho2-kan-a2	草橄仔
tsho2-kann-na2	草橄仔
tsho2-kann-na2	草橄欖
tsho2-ki5-liok8	草其略
tsho2-that-a2	草塞仔
tsho3-tsha5-hu	剉柴夫
tsho3-tshiu7-a2	剉樹仔
tsho3-na5-poo5	噪林苞
tsho3-hioh8-tshiu7	糙葉樹
tsho3-kan3-kiau7	譟姦撟
tsho3-tua7-be2	錯大碼
tshong-ni2-tsi2	蒼耳子
tshong2-tshing-tsho2	創清楚
tshong3-bo5-ho2	創無好
tshong3-king2--lang5	創景人
tshong3-lah-sap	創垃圾
tshong3-si2-jin5	創始人
tshong3-siann2-mih	創啥物
tshong3-siann2-mih8	創啥物
tshong3-sng2-e5	創耍個
tshong3-tsinn5-khang	創錢孔
tshong3-tso7-lik8	創造力
tshong3-tso7-tshut	創造出
tshonn-bi5-tsiu2	生啤酒
tshoo-hak8-tsia2	初學者
tshoo-in7-hu7	初孕婦
tshoo-kap-pang5	初合房
tshoo-kian3-giap8	初建業
tshoo-kian3-ti3	初建置
tshoo-kinn3-bin7	初見面
tshoo-kinn3-tsing3	初見眾
tshoo-siong-hong5	初相逢
tshoo-siong-hue7	初相會
tshoo-bi2-png7	粗米飯
tshoo-hue-thng5	粗花糖
tshoo-ke-si	粗傢俬
tshoo-ke-si	粗家私
tshoo-kha-tshiu2	粗腳手
tshoo-khang-khue3	粗工課
tshoo-khang-khe3	粗空課
tshoo-khang-khue3	粗空課
tshoo-khng-a2	粗糠仔
tshoo-khng-hi7	粗糠耳
tshoo-khng-hinn7	粗糠耳
tshoo-khng-hu	粗糠灰
tshoo-khng-hue	粗糠花
tshoo-khng-kam	粗糠柑
tshoo-khng-khak	粗糠殼
tshoo-khng-thuah	粗糠獺
tshoo-khng-tsha5	粗糠柴
tshoo-pe5-pe5	粗耙耙
tshoo-penn5-tit8	粗平直
tshoo-phe5-liu2	粗皮柳
tshoo-phe5-tik8	粗皮擇
tshoo-phue5-liu2	粗皮柳
tshoo-phue5-tik8	粗皮擇
tshoo-pinn5-tit8	粗平直
tshoo-poo3-sann	粗布衫
tshoo-siok8-he3	粗俗貨
tshoo-siok8-hue3	粗俗貨
tshoo-siok8-mih8	粗俗物
tshoo-soh-a2	粗索仔
tshoo-to-tsioh	粗刀石
tshoo-tshau2-tshioh8	粗草蓆
tshoo-tso3-lang5	粗做人
tshoo-tsua2-pang	粗紙枋
tshoo-tsua2-siau3	粗紙賬
tshoo-tsue3-lang5	粗做人
tshoo2-kang-ong5	楚江王
tshoo2-pa3-ong5	楚霸王
tshoo3-png7-khoo	醋飯箍
tshop-in3-a2	戳印仔
tshop8-tshop8-tih	涉涉滴
tshop8-tshop8-tin	涉涉津
tshu-bit8-inn7	樞密院
tshu-mi5-phe7	舒棉被
tshu-than2-a2	舒毯仔
tshu-hoo2-kha	蛆虎腳
tshu-liu-long5	趨溜籠
tshu-tshu-a2	趨趨仔
tshu-hiong5-gan2	雌雄眼
tshu-hiong5-kiam3	雌雄劍
tshu2-siann5-ti5	取城池
tshu2-the3-iah8	取締役
tshu2-tiong-pan7	取中範
tshu2-tshu3-soo2	取次所
tshu2-ji5-kim	此而今
tshu2-ju5-kim	此如今
tshu2-li2-te7	處女地
tshu2-li2-tue7	處女地
tshu2-li2-khi3	處理器
tshu2-li2-ki	處理機
tshu2-hiong5-gan2	雌雄眼
tshu2-be2-ang5	鼠尾紅
tshu2-be2-hong	鼠尾風
tshu2-be2-hong5	鼠尾紅
tshu2-be2-hong5	鼠尾黃
tshu2-khak-ke2	鼠麴粿
tshu2-khak-ku7	鼠麴舅
tshu2-khak-tshau2	鼠麴草
tshu2-kun-hong5	鼠筋黃
tshu2-lau7-tshng	鼠漏瘡
tshu2-lau7-tshng	鼠瘺瘡
tshu2-tshat8-a2	鼠賊仔
tshu3-kak-tsiau2	厝角鳥
tshu3-kha-a2	厝跤仔
tshu3-lai7-lang5	厝內人
tshu3-lai7-thau5	厝內頭
tshu3-pinn-kan	厝邊間
tshu3-thau5-tsiau2	厝頭鳥
tshu3-tsiau2-a2	厝鳥仔
tshu3-tsit-be2	厝脊尾
tshu3-tsit-thau5	厝脊頭
tshu3-loo7-e5	次路的
tshu3-loo7-he3	次路貨
tshu3-loo7-hue3	次路貨
tshu3-bi7-sing3	趣味性
tshu3-i3-su	趣意書
tshu7--tsit8-e7	跙--一下
tshua3-pan2-tshau2	蔡板草
tshua5-pho-lik8	蛇波勒
tshua7-jio7-bang7	疶尿夢
tshua7-jio7-po5	疶尿婆
tshuah-khe-koo5	掣溪翱
tshuah--khi2-lai5	掣--起來
tshuah-phinn7-tshau2	掣鼻草
tshuah-tsit8-e7	掣一下
tshuah-uah8-tsiau2	掣活鳥
tshuah-uah8-tsiau2	撥活鳥
tshuah-sai2-tshenn	疶屎星
tshuah-sai2-tshinn	疶屎星
tshuah-sai2-tsui2	疶屎水
tshuah-tshinn-sai2	疶青屎
tshuah-tshui3-tshiu	疶喙鬚
tshuah8-kak-tsua7	斜角逝
tshuan-phau3-tong5	川泡桐
tshuan-hak8-kiu3	村學究
tshuan-hu-tsu2	村夫子
tshuan-thng-bah	清湯肉
tshuan-thng-he5	清湯蝦
tshuan-thng-tshai3	清湯菜
tshuan-san-kah	穿山甲
tshuan-si7-poo7	銓敘部
tshuan-su7-poo7	銓敘部
tshuan2-be7-tit8	喘袂直
tshuan2-bue7-tit8	喘袂直
tshuan2-tua7-khui3	喘大氣
tshuan3-khau2-king	串口供
tshuan5-ke3-tsng	攢嫁妝
tshuan5-kha-tshiu2	攢跤手
tshuann-tioh8-tshi3	扦著刺
tshuann-tioh8-tshuann	扦著扦
tshuann-tshi3-loo7	扦刺路
tshue-kau2-le5	吹狗螺
tshue--khi2-lai5	吹起來
tshue3-hun2-tsi5	粞粉薯
tshue7-khang-phang7	揣空縫
tshue7-ma5-huan5	揣麻煩
tshue7-si2-loo7	揣死路
tshue7-thau5-loo7	揣頭路
tshueh-tshueh-thi5	慼慼啼
tshui-mia7-kui2	催命鬼
tshui-sinn-hu5	催生符
tshui-sinn-ioh8	催生藥
tshui-kah-tsu2	推甲子
tshui-ni5-hoo7	推年號
tshui2-kiat8-ping7	髓竭病
tshui3-bak8-phinn7	喙目鼻
tshui3-bih-bih	喙覕覕
tshui3-e7-hai5	喙下頦
tshui3-e7-ham	喙下頷
tshui3-e7-ham5	喙下頷
tshui3-e7-huai5	喙下頦
tshui3-e7-tau2	喙下斗
tshui3-hue-lai7	喙花利
tshui3-kak-ting	喙角疔
tshui3-khau2-guan7	喙口願
tshui3-khau2-ke5	喙口枷
tshui3-khau2-soo	喙口酥
tshui3-khau2-tiann7	喙口定
tshui3-khau2-ting	喙口疔
tshui3-khau2-ue7	喙口話
tshui3-khi2-tshin3	喙起凊
tshui3-khi2-huann7	喙齒岸
tshui3-khi2-hun5	喙齒痕
tshui3-khi2-jin5	喙齒仁
tshui3-khi2-jin5	喙齒齦
tshui3-khi2-kha	喙齒腳
tshui3-khi2-kin	喙齒根
tshui3-khi2-kun	喙齒根
tshui3-khi2-phang7	喙齒縫
tshui3-khi2-siong5	喙齒瘍
tshui3-khi2-siunn5	喙齒瘍
tshui3-khi2-thang5	喙齒蟲
tshui3-khi2-thau5	喙齒頭
tshui3-khiau3-khiau3	喙翹翹
tshui3-nua7-tsui2	喙瀾水
tshui3-pang3-ling7	喙放冗
tshui3-pe-pe	喙飛飛
tshui3-phe2-bah	喙䫌肉
tshui3-phe2-kut	喙䫌骨
tshui3-phe2-sai	喙䫌腮
tshui3-phue2-bah	喙䫌肉
tshui3-phue2-kut	喙䫌骨
tshui3-phue2-sai	喙䫌腮
tshui3-put-liam5	喙不廉
tshui3-tah8-thut	喙踏脫
tshui3-tah8-thut8	喙踏突
tshui3-tak-tsih8	喙觸舌
tshui3-thuan5-tshui3	喙傳嘴
tshui3-tshiu-se	喙鬚梳
tshui3-m7-si2	嘴毋死
tshui3-phoh-phoh	嘴粕粕
tshui3-tshiu-thng5	嘴鬚糖
tshui3-tsiah8-kin2	嘴食緊
tshui3-tsiah8-mih8	嘴食物
tshui3-tsian7-tshui3	嘴賤嘴
tshui3-tsiann2-tsiann2	嘴汫汫
tshui3-tsih8-be2	嘴舌尾
tshui3-tsih8-bue2	嘴舌尾
tshui3-tsih8-kin	嘴舌根
tshui3-tsih8-kun	嘴舌根
tshui3-tsih8-thau5	嘴舌頭
tshui3-tsing5-ue7	嘴前話
tshui3-tu2-tshui3	嘴抵嘴
tshui3-tu7-tu7	嘴嘟嘟
tshui3-tun5-phe5	嘴唇皮
tshui3-tun5-phue5	嘴唇皮
tshui3-tun5-tsu	嘴唇珠
tshui3-hu-hu	碎灰灰
tshui3-hun2-hun2	碎粉粉
tshui3-iam5-iam5	碎鹽鹽
tshui3-iap8-iap8	碎葉葉
tshui3-iunn5-iunn5	碎溶溶
tshui3-koo5-koo5	碎糊糊
tshui3-sap-sap	碎屑屑
tshui3-tshap-tshing2	碎插筅
tshui3-tsian2-lo5	翠剪羅
tshun-kin-tin5	伸筋藤
tshun-kin-tshau2	伸筋草
tshun-kun-tin5	伸筋藤
tshun-kun-tshau2	伸筋草
tshun-thau5-siam	伸頭瞻
tshun-tng5-tshiu2	伸長手
tshun--tshut-khi3	伸出去
tshun-a2-hue	春仔花
tshun-hai2-tong5	春海堂
tshun-kim-a2	春金仔
tshun-put-lo2	春不老
tshun-sim-tang7	春心動
tshun-sim-tong7	春心動
tshun3-kim-a2	寸金仔
tshun3-peh8-thang5	寸白蟲
tshun3-tshioh-tuann	寸尺單
tshun5-au7-poo7	存後步
tshun5-beh-ho2	存欲好
tshun5-beh-si2	存欲死
tshun5-liong5-sim	存良心
tshun5-pan7-si2	存辦死
tshun5-phainn2-i3	存歹意
tshun5-sai-khia	存私傢
tshun5-senn-si2	存生死
tshun5-sim-tang7	存心重
tshun5-sinn-si2	存生死
tshun5-thian-liang5	存天良
tshun5-thian-liong5	存天良
tshut-goo7-hok8	出五服
tshut-gua7-iunn5	出外洋
tshut-gua7-king2	出外景
tshut-he2-tshinn	出火星
tshut-he3-tsai5	出貨財
tshut-he3-tuann	出貨單
tshut-hing5-jit8	出行日
tshut-hong5-khau2	出磺口
tshut-hue2-tshenn	出火星
tshut-jip8-he3	出入貨
tshut-jip8-khau2	出入口
tshut-jip8-king2	出入境
tshut-ke-lang5	出家人
tshut-ke-si	出家私
tshut-ke3-ti3	出計智
tshut-kha-tshiu2	出腳手
tshut-khang-thau5	出空頭
tshut-khau2-he3	出口貨
tshut-khau2-hiong3	出口餉
tshut-khau2-se3	出口稅
tshut-khau2-siong	出口商
tshut-khi3-liu5	出去流
tshut-khui3-lat8	出氣力
tshut-lang5-tsian5	出人前
tshut-lang5-tsing5	出人前
tshut-mia5-lang5	出名人
tshut-mng5-lang5	出門人
tshut-mua5-a2	出痲仔
tshut-oo-tsu	出烏疽
tshut-pan2-giap8	出版業
tshut-pan2-siong	出版商
tshut-penn5-tse7	出平儕
tshut-pinn5-tse7	出平儕
tshut-put-san2	出不產
tshut-put-tsin7	出不盡
tshut-si2-lat8	出死力
tshut-si3-mia7	出世命
tshut-sin-mia7	出身命
tshut-sin-tsia2	出身者
tshut-sing-lau2	出生荖
tshut-siunn2-keh	出賞格
tshut-tai7-tsi3	出代誌
tshut-thau5-thinn	出頭天
tshut-thian-hue	出天花
tshut-tsai7-gua2	出在我
tshut-tsai7-i	出在伊
tshut-tsai7-lang5	出在人
tshut-tsai7-li2	出在你
tshut-tsat-khau2	出札口
tshut-tshio3-ue7	出笑話
tshut-tshu2-be2	出鼠尾
tshut-tsu2-i3	出主意
tshut-tsui2-phoo7	出水簿
tshut-tsui2-siann	出水聲
tshut-tsui2-tsu	出水珠
tshut-tsui2-tuann	出水單
tshut-tua7-lat8	出大力
u2-tiu7-kan	宇宙間
u2-tiu7-lai7	宇宙內
u2-u5-niu5	禹餘糧
u2-u5-thian	禹餘天
u2-ji7-thau5	雨字頭
u3-hoo7-tau2	焐號斗
u7-bi5-bok8	有眉目
u7-bi7-soo3	有味素
u7-he2-khi3	有火氣
u7-he3-a7	有歲矣
u7-he3-thau5	有歲頭
u7-he7-loh8	有下落
u7-hing3-thau5	有興頭
u7-hing5-ui	有形威
u7-huat-tit	有法得
u7-hue-ji7	有花字
u7-hue2-khi3	有火氣
u7-hue3-a7	有歲矣
u7-hue3-thau5	有歲頭
u7-ji7-gan2	有字眼
u7-jin5-bong7	有人望
u7-jin5-tsing5	有人情
u7-kam3-i5	有鑑於
u7-kam3-u5	有鑑於
u7-kan-a2	有間仔
u7-kau3-lat8	有夠力
u7-khang-khui3	有空氣
u7-khang-lang5	有空人
u7-khi2-sik	有起色
u7-khi3-loo7	有去路
u7-khui3-thau5	有氣頭
u7-kiann5-khi3	有行氣
u7-kim-tuann3	有今旦
u7-ku3-tau7	有句讀
u7-lai7-tsai5	有內才
u7-lai7-ni5	有利年
u7-lang5-ian5	有人緣
u7-le2-soo3	有禮數
u7-li7-thau5	有利頭
u7-loh8-mia5	有落名
u7-loo7-ing7	有路用
u7-loo7-iong7	有路用
u7-loo7-kiau2	有路筊
u7-loo7-lai5	有路來
u7-mia5-siann	有名聲
u7-na2-bo5	有若無
u7-ng3-bang7	有向望
u7--nng7-poo7	有兩步
u7-pak-tng5	有腹腸
u7-phai3-thau5	有派頭
u7-pi2-phing7	有比並
u7-piann3-bin7	有拚面
u7-ping3-ku2	有併久
u7-puann5-khau2	有盤口
u7-pun-tiunn	有分張
u7-si5-a2	有時仔
u7-siau-thau2	有銷敨
u7-sin--e5	有身--个
u7-sin-in7	有身孕
u7-sin-lang5	有身人
u7-sin3-pin5	有信憑
u7-sin5-tshai2	有神彩
u7-sio-hiunn	有燒香
